x,y,celltype,id
472,-171,Cell A,cell_3558
92,-415,Cell A,cell_3559
83,-429,Cell A,cell_3560
355,-381,Cell A,cell_3561
94,-157,Cell A,cell_3562
66,-322,Cell A,cell_3563
282,-25,Cell A,cell_3564
199,-447,Cell A,cell_3565
267,-52,Cell A,cell_3566
355,-451,Cell A,cell_3567
433,-449,Cell A,cell_3568
270,-153,Cell A,cell_3569
373,-266,Cell A,cell_3570
212,-308,Cell A,cell_3571
105,-473,Cell A,cell_3572
310,-493,Cell A,cell_3573
131,-459,Cell A,cell_3574
163,-150,Cell A,cell_3575
367,-177,Cell A,cell_3576
402,-379,Cell A,cell_3577
245,-114,Cell A,cell_3578
462,-289,Cell A,cell_3579
153,-491,Cell A,cell_3580
80,-377,Cell A,cell_3581
293,-367,Cell A,cell_3582
422,-41,Cell A,cell_3583
108,-417,Cell A,cell_3584
273,-448,Cell A,cell_3585
134,-15,Cell A,cell_3586
164,-68,Cell A,cell_3587
469,-206,Cell A,cell_3588
471,-144,Cell A,cell_3589
469,-287,Cell A,cell_3590
279,-487,Cell A,cell_3591
256,-459,Cell A,cell_3592
123,-382,Cell A,cell_3593
40,-192,Cell A,cell_3594
442,-329,Cell A,cell_3595
206,-361,Cell A,cell_3596
241,-58,Cell A,cell_3597
408,-112,Cell A,cell_3598
324,-444,Cell A,cell_3599
124,-388,Cell A,cell_3600
20,-168,Cell A,cell_3601
73,-18,Cell A,cell_3602
176,-121,Cell A,cell_3603
446,-125,Cell A,cell_3604
79,-334,Cell A,cell_3605
224,-315,Cell A,cell_3606
403,-111,Cell A,cell_3607
90,-258,Cell A,cell_3608
372,-267,Cell A,cell_3609
168,-491,Cell A,cell_3610
263,-30,Cell A,cell_3611
329,-35,Cell A,cell_3612
404,-147,Cell A,cell_3613
174,-168,Cell A,cell_3614
273,-122,Cell A,cell_3615
457,-308,Cell A,cell_3616
452,-386,Cell A,cell_3617
384,-494,Cell A,cell_3618
497,-248,Cell A,cell_3619
227,-62,Cell A,cell_3620
437,-113,Cell A,cell_3621
314,-140,Cell A,cell_3622
62,-252,Cell A,cell_3623
40,-260,Cell A,cell_3624
492,-289,Cell A,cell_3625
367,-369,Cell A,cell_3626
62,-448,Cell A,cell_3627
60,-415,Cell A,cell_3628
213,-490,Cell A,cell_3629
372,-395,Cell A,cell_3630
394,-335,Cell A,cell_3631
496,-289,Cell A,cell_3632
319,-488,Cell A,cell_3633
250,-326,Cell A,cell_3634
233,-398,Cell A,cell_3635
331,-141,Cell A,cell_3636
196,-289,Cell A,cell_3637
203,-239,Cell A,cell_3638
344,-263,Cell A,cell_3639
311,-376,Cell A,cell_3640
218,-465,Cell A,cell_3641
300,-441,Cell A,cell_3642
304,-259,Cell A,cell_3643
62,-137,Cell A,cell_3644
133,-159,Cell A,cell_3645
305,-128,Cell A,cell_3646
35,-344,Cell A,cell_3647
103,-39,Cell A,cell_3648
447,-339,Cell A,cell_3649
262,-492,Cell A,cell_3650
248,-300,Cell A,cell_3651
486,-161,Cell A,cell_3652
251,-310,Cell A,cell_3653
86,-18,Cell A,cell_3654
395,-373,Cell A,cell_3655
254,-270,Cell A,cell_3656
184,-481,Cell A,cell_3657
402,-257,Cell A,cell_3658
354,-490,Cell A,cell_3659
17,-298,Cell A,cell_3660
82,-15,Cell A,cell_3661
205,-18,Cell A,cell_3662
219,-312,Cell A,cell_3663
319,-295,Cell A,cell_3664
89,-460,Cell A,cell_3665
147,-138,Cell A,cell_3666
438,-249,Cell A,cell_3667
414,-329,Cell A,cell_3668
373,-108,Cell A,cell_3669
14,-331,Cell A,cell_3670
437,-316,Cell A,cell_3671
172,-460,Cell A,cell_3672
188,-381,Cell A,cell_3673
49,-345,Cell A,cell_3674
307,-442,Cell A,cell_3675
200,-349,Cell A,cell_3676
497,-243,Cell A,cell_3677
265,-44,Cell A,cell_3678
231,-470,Cell A,cell_3679
158,-477,Cell A,cell_3680
255,-376,Cell A,cell_3681
308,-36,Cell A,cell_3682
288,-129,Cell A,cell_3683
435,-116,Cell A,cell_3684
300,-49,Cell A,cell_3685
493,-258,Cell A,cell_3686
215,-177,Cell A,cell_3687
233,-348,Cell A,cell_3688
210,-480,Cell A,cell_3689
322,-485,Cell A,cell_3690
473,-479,Cell A,cell_3691
354,-197,Cell A,cell_3692
231,-323,Cell A,cell_3693
87,-156,Cell A,cell_3694
59,-445,Cell A,cell_3695
356,-426,Cell A,cell_3696
111,-467,Cell A,cell_3697
168,-375,Cell A,cell_3698
466,-409,Cell A,cell_3699
55,-107,Cell A,cell_3700
77,-420,Cell A,cell_3701
40,-133,Cell A,cell_3702
203,-161,Cell A,cell_3703
440,-487,Cell A,cell_3704
303,-125,Cell A,cell_3705
255,-256,Cell A,cell_3706
466,-310,Cell A,cell_3707
440,-152,Cell A,cell_3708
230,-424,Cell A,cell_3709
292,-466,Cell A,cell_3710
366,-32,Cell A,cell_3711
192,-168,Cell A,cell_3712
184,-134,Cell A,cell_3713
104,-265,Cell A,cell_3714
199,-162,Cell A,cell_3715
327,-138,Cell A,cell_3716
213,-185,Cell A,cell_3717
66,-384,Cell A,cell_3718
484,-58,Cell A,cell_3719
439,-349,Cell A,cell_3720
12,-369,Cell A,cell_3721
200,-198,Cell A,cell_3722
434,-451,Cell A,cell_3723
301,-143,Cell A,cell_3724
413,-377,Cell A,cell_3725
159,-359,Cell A,cell_3726
220,-29,Cell A,cell_3727
368,-368,Cell A,cell_3728
147,-457,Cell A,cell_3729
209,-278,Cell A,cell_3730
450,-333,Cell A,cell_3731
207,-166,Cell A,cell_3732
331,-28,Cell A,cell_3733
246,-258,Cell A,cell_3734
219,-295,Cell A,cell_3735
216,-460,Cell A,cell_3736
265,-353,Cell A,cell_3737
288,-235,Cell A,cell_3738
64,-460,Cell A,cell_3739
348,-96,Cell A,cell_3740
247,-108,Cell A,cell_3741
384,-159,Cell A,cell_3742
443,-444,Cell A,cell_3743
178,-433,Cell A,cell_3744
357,-449,Cell A,cell_3745
136,-369,Cell A,cell_3746
283,-480,Cell A,cell_3747
75,-375,Cell A,cell_3748
338,-274,Cell A,cell_3749
423,-364,Cell A,cell_3750
320,-193,Cell A,cell_3751
430,-305,Cell A,cell_3752
497,-247,Cell A,cell_3753
393,-127,Cell A,cell_3754
405,-328,Cell A,cell_3755
89,-254,Cell A,cell_3756
459,-462,Cell A,cell_3757
197,-158,Cell A,cell_3758
468,-418,Cell A,cell_3759
416,-424,Cell A,cell_3760
413,-183,Cell A,cell_3761
47,-434,Cell A,cell_3762
268,-490,Cell A,cell_3763
482,-45,Cell A,cell_3764
411,-376,Cell A,cell_3765
198,-170,Cell A,cell_3766
25,-331,Cell A,cell_3767
304,-444,Cell A,cell_3768
215,-203,Cell A,cell_3769
35,-335,Cell A,cell_3770
336,-482,Cell A,cell_3771
384,-200,Cell A,cell_3772
140,-259,Cell A,cell_3773
497,-165,Cell A,cell_3774
366,-213,Cell A,cell_3775
282,-218,Cell A,cell_3776
315,-26,Cell A,cell_3777
492,-310,Cell A,cell_3778
359,-178,Cell A,cell_3779
410,-488,Cell A,cell_3780
275,-59,Cell A,cell_3781
335,-260,Cell A,cell_3782
52,-165,Cell A,cell_3783
358,-59,Cell A,cell_3784
17,-280,Cell A,cell_3785
217,-446,Cell A,cell_3786
259,-26,Cell A,cell_3787
168,-442,Cell A,cell_3788
332,-142,Cell A,cell_3789
320,-104,Cell A,cell_3790
65,-28,Cell A,cell_3791
267,-331,Cell A,cell_3792
328,-207,Cell A,cell_3793
194,-155,Cell A,cell_3794
180,-67,Cell A,cell_3795
56,-269,Cell A,cell_3796
34,-124,Cell A,cell_3797
462,-217,Cell A,cell_3798
204,-195,Cell A,cell_3799
179,-434,Cell A,cell_3800
440,-299,Cell A,cell_3801
397,-107,Cell A,cell_3802
449,-406,Cell A,cell_3803
457,-134,Cell A,cell_3804
163,-14,Cell A,cell_3805
59,-104,Cell A,cell_3806
292,-26,Cell A,cell_3807
176,-70,Cell A,cell_3808
414,-85,Cell A,cell_3809
197,-57,Cell A,cell_3810
225,-228,Cell A,cell_3811
110,-87,Cell A,cell_3812
193,-166,Cell A,cell_3813
244,-21,Cell A,cell_3814
74,-399,Cell A,cell_3815
214,-80,Cell A,cell_3816
334,-281,Cell A,cell_3817
492,-349,Cell A,cell_3818
50,-48,Cell A,cell_3819
339,-389,Cell A,cell_3820
407,-352,Cell A,cell_3821
22,-250,Cell A,cell_3822
338,-152,Cell A,cell_3823
57,-443,Cell A,cell_3824
382,-178,Cell A,cell_3825
102,-234,Cell A,cell_3826
324,-395,Cell A,cell_3827
16,-186,Cell A,cell_3828
316,-143,Cell A,cell_3829
440,-151,Cell A,cell_3830
220,-462,Cell A,cell_3831
338,-291,Cell A,cell_3832
216,-339,Cell A,cell_3833
281,-476,Cell A,cell_3834
439,-218,Cell A,cell_3835
77,-426,Cell A,cell_3836
416,-307,Cell A,cell_3837
252,-266,Cell A,cell_3838
191,-161,Cell A,cell_3839
168,-414,Cell A,cell_3840
102,-36,Cell A,cell_3841
458,-132,Cell A,cell_3842
483,-338,Cell A,cell_3843
316,-34,Cell A,cell_3844
65,-136,Cell A,cell_3845
100,-96,Cell A,cell_3846
486,-61,Cell A,cell_3847
243,-341,Cell A,cell_3848
49,-80,Cell A,cell_3849
265,-236,Cell A,cell_3850
422,-381,Cell A,cell_3851
94,-243,Cell A,cell_3852
258,-377,Cell A,cell_3853
423,-491,Cell A,cell_3854
296,-314,Cell A,cell_3855
364,-430,Cell A,cell_3856
182,-67,Cell A,cell_3857
198,-260,Cell A,cell_3858
203,-242,Cell A,cell_3859
309,-442,Cell A,cell_3860
93,-97,Cell A,cell_3861
212,-311,Cell A,cell_3862
136,-486,Cell A,cell_3863
140,-135,Cell A,cell_3864
335,-33,Cell A,cell_3865
312,-444,Cell A,cell_3866
289,-144,Cell A,cell_3867
76,-268,Cell A,cell_3868
492,-231,Cell A,cell_3869
13,-406,Cell A,cell_3870
293,-35,Cell A,cell_3871
152,-491,Cell A,cell_3872
97,-447,Cell A,cell_3873
11,-270,Cell A,cell_3874
60,-420,Cell A,cell_3875
49,-77,Cell A,cell_3876
464,-174,Cell A,cell_3877
267,-20,Cell A,cell_3878
148,-85,Cell A,cell_3879
411,-82,Cell A,cell_3880
28,-112,Cell A,cell_3881
412,-492,Cell A,cell_3882
107,-414,Cell A,cell_3883
42,-186,Cell A,cell_3884
498,-227,Cell A,cell_3885
213,-359,Cell A,cell_3886
445,-299,Cell A,cell_3887
241,-428,Cell A,cell_3888
234,-276,Cell A,cell_3889
441,-142,Cell A,cell_3890
78,-464,Cell A,cell_3891
357,-290,Cell A,cell_3892
95,-74,Cell A,cell_3893
118,-245,Cell A,cell_3894
81,-264,Cell A,cell_3895
235,-263,Cell A,cell_3896
497,-115,Cell A,cell_3897
90,-437,Cell A,cell_3898
104,-271,Cell A,cell_3899
72,-103,Cell A,cell_3900
421,-143,Cell A,cell_3901
450,-378,Cell A,cell_3902
11,-305,Cell A,cell_3903
136,-257,Cell A,cell_3904
352,-359,Cell A,cell_3905
225,-168,Cell A,cell_3906
180,-159,Cell A,cell_3907
496,-161,Cell A,cell_3908
351,-196,Cell A,cell_3909
226,-291,Cell A,cell_3910
129,-252,Cell A,cell_3911
336,-214,Cell A,cell_3912
166,-113,Cell A,cell_3913
119,-250,Cell A,cell_3914
299,-225,Cell A,cell_3915
336,-483,Cell A,cell_3916
223,-425,Cell A,cell_3917
478,-410,Cell A,cell_3918
461,-476,Cell A,cell_3919
443,-116,Cell A,cell_3920
250,-221,Cell A,cell_3921
229,-301,Cell A,cell_3922
473,-44,Cell A,cell_3923
358,-116,Cell A,cell_3924
174,-263,Cell A,cell_3925
203,-205,Cell A,cell_3926
493,-341,Cell A,cell_3927
147,-84,Cell A,cell_3928
342,-307,Cell A,cell_3929
11,-333,Cell A,cell_3930
443,-124,Cell A,cell_3931
350,-252,Cell A,cell_3932
18,-191,Cell A,cell_3933
245,-111,Cell A,cell_3934
223,-369,Cell A,cell_3935
437,-391,Cell A,cell_3936
276,-148,Cell A,cell_3937
320,-179,Cell A,cell_3938
16,-277,Cell A,cell_3939
322,-155,Cell A,cell_3940
62,-296,Cell A,cell_3941
307,-221,Cell A,cell_3942
201,-108,Cell A,cell_3943
220,-63,Cell A,cell_3944
338,-492,Cell A,cell_3945
232,-264,Cell A,cell_3946
485,-467,Cell A,cell_3947
237,-202,Cell A,cell_3948
438,-294,Cell A,cell_3949
116,-87,Cell A,cell_3950
473,-285,Cell A,cell_3951
331,-336,Cell A,cell_3952
231,-285,Cell A,cell_3953
457,-290,Cell A,cell_3954
470,-480,Cell A,cell_3955
19,-387,Cell A,cell_3956
495,-131,Cell A,cell_3957
209,-362,Cell A,cell_3958
153,-480,Cell A,cell_3959
248,-425,Cell A,cell_3960
171,-271,Cell A,cell_3961
485,-344,Cell A,cell_3962
117,-36,Cell A,cell_3963
13,-237,Cell A,cell_3964
343,-284,Cell A,cell_3965
213,-424,Cell A,cell_3966
197,-487,Cell A,cell_3967
389,-226,Cell A,cell_3968
134,-260,Cell A,cell_3969
37,-105,Cell A,cell_3970
340,-189,Cell A,cell_3971
315,-431,Cell A,cell_3972
35,-318,Cell A,cell_3973
47,-56,Cell A,cell_3974
208,-338,Cell A,cell_3975
39,-320,Cell A,cell_3976
456,-403,Cell A,cell_3977
360,-431,Cell A,cell_3978
344,-380,Cell A,cell_3979
324,-153,Cell A,cell_3980
426,-441,Cell A,cell_3981
333,-400,Cell A,cell_3982
92,-26,Cell A,cell_3983
50,-163,Cell A,cell_3984
278,-240,Cell A,cell_3985
333,-139,Cell A,cell_3986
296,-173,Cell A,cell_3987
157,-44,Cell A,cell_3988
361,-292,Cell A,cell_3989
217,-451,Cell A,cell_3990
225,-295,Cell A,cell_3991
409,-319,Cell A,cell_3992
441,-175,Cell A,cell_3993
344,-297,Cell A,cell_3994
35,-340,Cell A,cell_3995
434,-303,Cell A,cell_3996
64,-29,Cell A,cell_3997
450,-116,Cell A,cell_3998
452,-472,Cell A,cell_3999
179,-295,Cell B,cell_4000
161,-272,Cell B,cell_4001
182,-320,Cell B,cell_4002
123,-362,Cell B,cell_4003
117,-267,Cell B,cell_4004
178,-304,Cell B,cell_4005
174,-286,Cell B,cell_4006
152,-361,Cell B,cell_4007
83,-303,Cell B,cell_4008
174,-336,Cell B,cell_4009
164,-354,Cell B,cell_4010
99,-274,Cell B,cell_4011
85,-338,Cell B,cell_4012
84,-336,Cell B,cell_4013
98,-349,Cell B,cell_4014
163,-351,Cell B,cell_4015
79,-314,Cell B,cell_4016
98,-353,Cell B,cell_4017
171,-342,Cell B,cell_4018
106,-273,Cell B,cell_4019
131,-365,Cell B,cell_4020
79,-313,Cell B,cell_4021
109,-268,Cell B,cell_4022
86,-290,Cell B,cell_4023
93,-279,Cell B,cell_4024
171,-286,Cell B,cell_4025
163,-354,Cell B,cell_4026
161,-355,Cell B,cell_4027
178,-335,Cell B,cell_4028
158,-274,Cell B,cell_4029
138,-266,Cell B,cell_4030
179,-307,Cell B,cell_4031
169,-280,Cell B,cell_4032
153,-267,Cell B,cell_4033
94,-349,Cell B,cell_4034
143,-364,Cell B,cell_4035
90,-289,Cell B,cell_4036
92,-347,Cell B,cell_4037
101,-352,Cell B,cell_4038
120,-266,Cell B,cell_4039
131,-362,Cell B,cell_4040
148,-268,Cell B,cell_4041
137,-365,Cell B,cell_4042
160,-275,Cell B,cell_4043
107,-356,Cell B,cell_4044
81,-302,Cell B,cell_4045
176,-340,Cell B,cell_4046
91,-347,Cell B,cell_4047
79,-317,Cell B,cell_4048
175,-293,Cell B,cell_4049
175,-294,Cell B,cell_4050
174,-291,Cell B,cell_4051
137,-266,Cell B,cell_4052
179,-320,Cell B,cell_4053
169,-345,Cell B,cell_4054
94,-279,Cell B,cell_4055
180,-299,Cell B,cell_4056
147,-360,Cell B,cell_4057
121,-266,Cell B,cell_4058
124,-263,Cell B,cell_4059
130,-362,Cell B,cell_4060
122,-364,Cell B,cell_4061
125,-365,Cell B,cell_4062
82,-329,Cell B,cell_4063
81,-326,Cell B,cell_4064
97,-349,Cell B,cell_4065
96,-281,Cell B,cell_4066
109,-271,Cell B,cell_4067
178,-302,Cell B,cell_4068
177,-330,Cell B,cell_4069
149,-359,Cell B,cell_4070
159,-353,Cell B,cell_4071
159,-354,Cell B,cell_4072
102,-275,Cell B,cell_4073
82,-309,Cell B,cell_4074
120,-364,Cell B,cell_4075
82,-310,Cell B,cell_4076
152,-267,Cell B,cell_4077
132,-265,Cell B,cell_4078
177,-290,Cell B,cell_4079
153,-360,Cell B,cell_4080
135,-365,Cell B,cell_4081
84,-292,Cell B,cell_4082
82,-315,Cell B,cell_4083
83,-333,Cell B,cell_4084
140,-361,Cell B,cell_4085
178,-324,Cell B,cell_4086
82,-299,Cell B,cell_4087
161,-352,Cell B,cell_4088
79,-319,Cell B,cell_4089
129,-362,Cell B,cell_4090
122,-263,Cell B,cell_4091
165,-352,Cell B,cell_4092
170,-347,Cell B,cell_4093
83,-334,Cell B,cell_4094
126,-262,Cell B,cell_4095
79,-318,Cell B,cell_4096
94,-278,Cell B,cell_4097
85,-298,Cell B,cell_4098
182,-312,Cell B,cell_4099
100,-352,Cell B,cell_4100
84,-293,Cell B,cell_4101
164,-278,Cell B,cell_4102
118,-363,Cell B,cell_4103
166,-276,Cell B,cell_4104
99,-273,Cell B,cell_4105
82,-319,Cell B,cell_4106
167,-282,Cell B,cell_4107
109,-357,Cell B,cell_4108
113,-359,Cell B,cell_4109
132,-262,Cell B,cell_4110
181,-326,Cell B,cell_4111
104,-270,Cell B,cell_4112
84,-326,Cell B,cell_4113
86,-296,Cell B,cell_4114
105,-358,Cell B,cell_4115
88,-342,Cell B,cell_4116
176,-331,Cell B,cell_4117
146,-363,Cell B,cell_4118
98,-350,Cell B,cell_4119
160,-356,Cell B,cell_4120
139,-266,Cell B,cell_4121
178,-292,Cell B,cell_4122
85,-291,Cell B,cell_4123
145,-267,Cell B,cell_4124
182,-314,Cell B,cell_4125
152,-270,Cell B,cell_4126
114,-359,Cell B,cell_4127
136,-265,Cell B,cell_4128
159,-271,Cell B,cell_4129
154,-356,Cell B,cell_4130
98,-279,Cell B,cell_4131
167,-347,Cell B,cell_4132
135,-362,Cell B,cell_4133
182,-317,Cell B,cell_4134
92,-280,Cell B,cell_4135
177,-338,Cell B,cell_4136
181,-305,Cell B,cell_4137
84,-325,Cell B,cell_4138
157,-273,Cell B,cell_4139
178,-305,Cell B,cell_4140
100,-276,Cell B,cell_4141
146,-265,Cell B,cell_4142
175,-341,Cell B,cell_4143
90,-339,Cell B,cell_4144
171,-281,Cell B,cell_4145
179,-318,Cell B,cell_4146
90,-340,Cell B,cell_4147
170,-348,Cell B,cell_4148
167,-351,Cell B,cell_4149
80,-321,Cell B,cell_4150
104,-358,Cell B,cell_4151
131,-262,Cell B,cell_4152
151,-358,Cell B,cell_4153
119,-267,Cell B,cell_4154
80,-304,Cell B,cell_4155
168,-282,Cell B,cell_4156
100,-277,Cell B,cell_4157
127,-265,Cell B,cell_4158
178,-336,Cell B,cell_4159
141,-364,Cell B,cell_4160
128,-265,Cell B,cell_4161
132,-365,Cell B,cell_4162
147,-265,Cell B,cell_4163
164,-353,Cell B,cell_4164
85,-330,Cell B,cell_4165
164,-274,Cell B,cell_4166
157,-269,Cell B,cell_4167
126,-365,Cell B,cell_4168
80,-303,Cell B,cell_4169
79,-312,Cell B,cell_4170
86,-295,Cell B,cell_4171
166,-281,Cell B,cell_4172
97,-352,Cell B,cell_4173
83,-322,Cell B,cell_4174
123,-263,Cell B,cell_4175
96,-276,Cell B,cell_4176
124,-365,Cell B,cell_4177
176,-297,Cell B,cell_4178
113,-362,Cell B,cell_4179
96,-348,Cell B,cell_4180
80,-323,Cell B,cell_4181
82,-331,Cell B,cell_4182
130,-365,Cell B,cell_4183
90,-283,Cell B,cell_4184
84,-300,Cell B,cell_4185
181,-327,Cell B,cell_4186
178,-301,Cell B,cell_4187
85,-331,Cell B,cell_4188
118,-361,Cell B,cell_4189
79,-309,Cell B,cell_4190
165,-349,Cell B,cell_4191
146,-268,Cell B,cell_4192
100,-355,Cell B,cell_4193
88,-292,Cell B,cell_4194
109,-360,Cell B,cell_4195
173,-284,Cell B,cell_4196
178,-334,Cell B,cell_4197
180,-330,Cell B,cell_4198
154,-360,Cell B,cell_4199
135,-287,Cell C,cell_4200
108,-319,Cell C,cell_4201
151,-327,Cell C,cell_4202
156,-322,Cell C,cell_4203
146,-297,Cell C,cell_4204
140,-339,Cell C,cell_4205
151,-302,Cell C,cell_4206
107,-314,Cell C,cell_4207
154,-300,Cell C,cell_4208
112,-296,Cell C,cell_4209
157,-315,Cell C,cell_4210
148,-329,Cell C,cell_4211
127,-337,Cell C,cell_4212
140,-292,Cell C,cell_4213
155,-303,Cell C,cell_4214
135,-337,Cell C,cell_4215
111,-302,Cell C,cell_4216
134,-337,Cell C,cell_4217
116,-332,Cell C,cell_4218
112,-301,Cell C,cell_4219
152,-331,Cell C,cell_4220
120,-335,Cell C,cell_4221
128,-340,Cell C,cell_4222
119,-338,Cell C,cell_4223
129,-287,Cell C,cell_4224
113,-333,Cell C,cell_4225
107,-312,Cell C,cell_4226
135,-291,Cell C,cell_4227
113,-294,Cell C,cell_4228
116,-336,Cell C,cell_4229
118,-295,Cell C,cell_4230
157,-310,Cell C,cell_4231
140,-289,Cell C,cell_4232
147,-293,Cell C,cell_4233
156,-307,Cell C,cell_4234
150,-301,Cell C,cell_4235
110,-325,Cell C,cell_4236
136,-340,Cell C,cell_4237
149,-328,Cell C,cell_4238
153,-308,Cell C,cell_4239
115,-297,Cell C,cell_4240
114,-330,Cell C,cell_4241
150,-300,Cell C,cell_4242
104,-314,Cell C,cell_4243
137,-340,Cell C,cell_4244
137,-291,Cell C,cell_4245
113,-328,Cell C,cell_4246
119,-334,Cell C,cell_4247
136,-337,Cell C,cell_4248
106,-322,Cell C,cell_4249
108,-328,Cell D,cell_4250
154,-313,Cell D,cell_4251
105,-321,Cell D,cell_4252
148,-294,Cell D,cell_4253
104,-311,Cell D,cell_4254
104,-310,Cell D,cell_4255
145,-333,Cell D,cell_4256
109,-299,Cell D,cell_4257
130,-290,Cell D,cell_4258
151,-331,Cell D,cell_4259
123,-336,Cell D,cell_4260
142,-293,Cell D,cell_4261
157,-317,Cell D,cell_4262
132,-287,Cell D,cell_4263
157,-311,Cell D,cell_4264
144,-334,Cell D,cell_4265
106,-306,Cell D,cell_4266
108,-309,Cell D,cell_4267
155,-326,Cell D,cell_4268
109,-323,Cell D,cell_4269
145,-336,Cell D,cell_4270
134,-340,Cell D,cell_4271
150,-332,Cell D,cell_4272
139,-336,Cell D,cell_4273
131,-340,Cell D,cell_4274
116,-296,Cell D,cell_4275
133,-340,Cell D,cell_4276
151,-297,Cell D,cell_4277
128,-337,Cell D,cell_4278
150,-296,Cell D,cell_4279
130,-340,Cell D,cell_4280
108,-310,Cell D,cell_4281
117,-291,Cell D,cell_4282
142,-338,Cell D,cell_4283
135,-340,Cell D,cell_4284
154,-318,Cell D,cell_4285
113,-300,Cell D,cell_4286
150,-327,Cell D,cell_4287
154,-301,Cell D,cell_4288
145,-337,Cell D,cell_4289
148,-334,Cell D,cell_4290
121,-289,Cell D,cell_4291
152,-325,Cell D,cell_4292
110,-324,Cell D,cell_4293
110,-331,Cell D,cell_4294
154,-327,Cell D,cell_4295
129,-290,Cell D,cell_4296
117,-295,Cell D,cell_4297
108,-320,Cell D,cell_4298
155,-324,Cell D,cell_4299
